Schooljaar;Niveau regio;Regio;Soort hoger onderwijs;Opleidingssector;Aantal
2019/2020;Gemeente;Westervoort;Totaal;Natuur;17.00
2019/2020;Gemeente;Westervoort;Totaal;Onderwijs;56.00
2019/2020;Gemeente;Westervoort;Totaal;Recht;14.00
2019/2020;Gemeente;Westervoort;Totaal;Sectoroverstijgend;2.00
2019/2020;Gemeente;Westervoort;Totaal;Taal en cultuur;16.00
2019/2020;Gemeente;Westervoort;Totaal;Techniek;91.00
2019/2020;Gemeente;Westervoort;Totaal;Totaal energietransitie;108.00
2019/2020;Gemeente;Westervoort;HBO;Totaal;341.00
2019/2020;Gemeente;Westervoort;HBO;Economie;99.00
2019/2020;Gemeente;Westervoort;HBO;Gedrag en maatschappij;50.00
2019/2020;Gemeente;Westervoort;HBO;Gezondheidszorg;35.00
2019/2020;Gemeente;Westervoort;HBO;Landbouw en natuurlijke omgeving;12.00
2019/2020;Gemeente;Westervoort;HBO;Onderwijs;55.00
2019/2020;Gemeente;Westervoort;HBO;Taal en cultuur;4.00
2019/2020;Gemeente;Westervoort;HBO;Techniek;86.00
2019/2020;Gemeente;Westervoort;HBO;Totaal energietransitie;86.00
2019/2020;Gemeente;Westervoort;WO;Totaal;97.00
2019/2020;Gemeente;Westervoort;WO;Economie;13.00
2019/2020;Gemeente;Westervoort;WO;Gedrag en maatschappij;10.00
2019/2020;Gemeente;Westervoort;WO;Gezondheidszorg;12.00
2019/2020;Gemeente;Westervoort;WO;Landbouw en natuurlijke omgeving;11.00
2019/2020;Gemeente;Westervoort;WO;Natuur;17.00
2019/2020;Gemeente;Westervoort;WO;Onderwijs;1.00
2019/2020;Gemeente;Westervoort;WO;Recht;14.00
2019/2020;Gemeente;Westervoort;WO;Sectoroverstijgend;2.00
2019/2020;Gemeente;Westervoort;WO;Taal en cultuur;12.00
2019/2020;Gemeente;Westervoort;WO;Techniek;5.00
2019/2020;Gemeente;Westervoort;WO;Totaal energietransitie;22.00
2019/2020;Gemeente;Westerwolde;Totaal;Totaal;399.00
2019/2020;Gemeente;Westerwolde;Totaal;Economie;110.00
2019/2020;Gemeente;Westerwolde;Totaal;Gedrag en maatschappij;49.00
2019/2020;Gemeente;Westerwolde;Totaal;Gezondheidszorg;53.00
2019/2020;Gemeente;Westerwolde;Totaal;Landbouw en natuurlijke omgeving;15.00
2019/2020;Gemeente;Westerwolde;Totaal;Natuur;8.00
2019/2020;Gemeente;Westerwolde;Totaal;Onderwijs;70.00
2019/2020;Gemeente;Westerwolde;Totaal;Recht;6.00
2019/2020;Gemeente;Westerwolde;Totaal;Taal en cultuur;17.00
2019/2020;Gemeente;Westerwolde;Totaal;Techniek;71.00
2019/2020;Gemeente;Westerwolde;Totaal;Totaal energietransitie;79.00
2019/2020;Gemeente;Westerwolde;HBO;Totaal;341.00
2019/2020;Gemeente;Westerwolde;HBO;Economie;98.00
2019/2020;Gemeente;Westerwolde;HBO;Gedrag en maatschappij;44.00
2019/2020;Gemeente;Westerwolde;HBO;Gezondheidszorg;48.00
2019/2020;Gemeente;Westerwolde;HBO;Landbouw en natuurlijke omgeving;13.00
2019/2020;Gemeente;Westerwolde;HBO;Onderwijs;68.00
2019/2020;Gemeente;Westerwolde;HBO;Taal en cultuur;2.00
2019/2020;Gemeente;Westerwolde;HBO;Techniek;68.00
2019/2020;Gemeente;Westerwolde;HBO;Totaal energietransitie;68.00
2019/2020;Gemeente;Westerwolde;WO;Totaal;58.00
2019/2020;Gemeente;Westerwolde;WO;Economie;12.00
2019/2020;Gemeente;Westerwolde;WO;Gedrag en maatschappij;5.00
2019/2020;Gemeente;Westerwolde;WO;Gezondheidszorg;5.00
2019/2020;Gemeente;Westerwolde;WO;Landbouw en natuurlijke omgeving;2.00
2019/2020;Gemeente;Westerwolde;WO;Natuur;8.00
2019/2020;Gemeente;Westerwolde;WO;Onderwijs;2.00
2019/2020;Gemeente;Westerwolde;WO;Recht;6.00
2019/2020;Gemeente;Westerwolde;WO;Taal en cultuur;15.00
2019/2020;Gemeente;Westerwolde;WO;Techniek;3.00
2019/2020;Gemeente;Westerwolde;WO;Totaal energietransitie;11.00
2019/2020;Gemeente;Westland;Totaal;Totaal;3505.00
2019/2020;Gemeente;Westland;Totaal;Economie;1236.00
2019/2020;Gemeente;Westland;Totaal;Gedrag en maatschappij;411.00
2019/2020;Gemeente;Westland;Totaal;Gezondheidszorg;378.00
2019/2020;Gemeente;Westland;Totaal;Landbouw en natuurlijke omgeving;122.00
2019/2020;Gemeente;Westland;Totaal;Natuur;42.00
2019/2020;Gemeente;Westland;Totaal;Onderwijs;400.00
2019/2020;Gemeente;Westland;Totaal;Recht;102.00
2019/2020;Gemeente;Westland;Totaal;Sectoroverstijgend;33.00
2019/2020;Gemeente;Westland;Totaal;Taal en cultuur;84.00
2019/2020;Gemeente;Westland;Totaal;Techniek;697.00
2019/2020;Gemeente;Westland;Totaal;Totaal energietransitie;739.00
2019/2020;Gemeente;Westland;HBO;Totaal;2684.00
2019/2020;Gemeente;Westland;HBO;Economie;1089.00
2019/2020;Gemeente;Westland;HBO;Gedrag en maatschappij;233.00
2019/2020;Gemeente;Westland;HBO;Gezondheidszorg;294.00
2019/2020;Gemeente;Westland;HBO;Landbouw en natuurlijke omgeving;103.00
2019/2020;Gemeente;Westland;HBO;Onderwijs;395.00
2019/2020;Gemeente;Westland;HBO;Sectoroverstijgend;1.00
2019/2020;Gemeente;Westland;HBO;Taal en cultuur;31.00
2019/2020;Gemeente;Westland;HBO;Techniek;538.00
2019/2020;Gemeente;Westland;HBO;Totaal energietransitie;538.00
2019/2020;Gemeente;Westland;WO;Totaal;821.00
2019/2020;Gemeente;Westland;WO;Economie;147.00
2019/2020;Gemeente;Westland;WO;Gedrag en maatschappij;178.00
2019/2020;Gemeente;Westland;WO;Gezondheidszorg;84.00
2019/2020;Gemeente;Westland;WO;Landbouw en natuurlijke omgeving;19.00
2019/2020;Gemeente;Westland;WO;Natuur;42.00
2019/2020;Gemeente;Westland;WO;Onderwijs;5.00
2019/2020;Gemeente;Westland;WO;Recht;102.00
2019/2020;Gemeente;Westland;WO;Sectoroverstijgend;32.00
2019/2020;Gemeente;Westland;WO;Taal en cultuur;53.00
2019/2020;Gemeente;Westland;WO;Techniek;159.00
2019/2020;Gemeente;Westland;WO;Totaal energietransitie;201.00
2019/2020;Gemeente;Weststellingwerf;Totaal;Totaal;627.00
2019/2020;Gemeente;Weststellingwerf;Totaal;Economie;182.00
2019/2020;Gemeente;Weststellingwerf;Totaal;Gedrag en maatschappij;99.00
2019/2020;Gemeente;Weststellingwerf;Totaal;Gezondheidszorg;72.00
2019/2020;Gemeente;Weststellingwerf;Totaal;Landbouw en natuurlijke omgeving;55.00
2019/2020;Gemeente;Weststellingwerf;Totaal;Natuur;16.00
2019/2020;Gemeente;Weststellingwerf;Totaal;Onderwijs;81.00
2019/2020;Gemeente;Weststellingwerf;Totaal;Recht;11.00
2019/2020;Gemeente;Weststellingwerf;Totaal;Sectoroverstijgend;3.00
2019/2020;Gemeente;Weststellingwerf;Totaal;Taal en cultuur;21.00
2019/2020;Gemeente;Weststellingwerf;Totaal;Techniek;87.00
2019/2020;Gemeente;Weststellingwerf;Totaal;Totaal energietransitie;103.00
2019/2020;Gemeente;Weststellingwerf;HBO;Totaal;537.00
2019/2020;Gemeente;Weststellingwerf;HBO;Economie;164.00
2019/2020;Gemeente;Weststellingwerf;HBO;Gedrag en maatschappij;90.00
2019/2020;Gemeente;Weststellingwerf;HBO;Gezondheidszorg;62.00
2019/2020;Gemeente;Weststellingwerf;HBO;Landbouw en natuurlijke omgeving;51.00
2019/2020;Gemeente;Weststellingwerf;HBO;Onderwijs;81.00
2019/2020;Gemeente;Weststellingwerf;HBO;Sectoroverstijgend;1.00
2019/2020;Gemeente;Weststellingwerf;HBO;Taal en cultuur;8.00
2019/2020;Gemeente;Weststellingwerf;HBO;Techniek;80.00
2019/2020;Gemeente;Weststellingwerf;HBO;Totaal energietransitie;80.00
2019/2020;Gemeente;Weststellingwerf;WO;Totaal;90.00
2019/2020;Gemeente;Weststellingwerf;WO;Economie;18.00
2019/2020;Gemeente;Weststellingwerf;WO;Gedrag en maatschappij;9.00
2019/2020;Gemeente;Weststellingwerf;WO;Gezondheidszorg;10.00
2019/2020;Gemeente;Weststellingwerf;WO;Landbouw en natuurlijke omgeving;4.00
2019/2020;Gemeente;Weststellingwerf;WO;Natuur;16.00
2019/2020;Gemeente;Weststellingwerf;WO;Recht;11.00
2019/2020;Gemeente;Weststellingwerf;WO;Sectoroverstijgend;2.00
2019/2020;Gemeente;Weststellingwerf;WO;Taal en cultuur;13.00
2019/2020;Gemeente;Weststellingwerf;WO;Techniek;7.00
2019/2020;Gemeente;Weststellingwerf;WO;Totaal energietransitie;23.00
2019/2020;Gemeente;Wierden;Totaal;Totaal;837.00
2019/2020;Gemeente;Wierden;Totaal;Economie;314.00
2019/2020;Gemeente;Wierden;Totaal;Gedrag en maatschappij;91.00
2019/2020;Gemeente;Wierden;Totaal;Gezondheidszorg;105.00
2019/2020;Gemeente;Wierden;Totaal;Landbouw en natuurlijke omgeving;28.00
2019/2020;Gemeente;Wierden;Totaal;Natuur;4.00
2019/2020;Gemeente;Wierden;Totaal;Onderwijs;94.00
2019/2020;Gemeente;Wierden;Totaal;Recht;17.00
2019/2020;Gemeente;Wierden;Totaal;Taal en cultuur;11.00
2019/2020;Gemeente;Wierden;Totaal;Techniek;173.00
2019/2020;Gemeente;Wierden;Totaal;Totaal energietransitie;177.00
2019/2020;Gemeente;Wierden;HBO;Totaal;688.00
2019/2020;Gemeente;Wierden;HBO;Economie;275.00
2019/2020;Gemeente;Wierden;HBO;Gedrag en maatschappij;69.00
2019/2020;Gemeente;Wierden;HBO;Gezondheidszorg;91.00
2019/2020;Gemeente;Wierden;HBO;Landbouw en natuurlijke omgeving;19.00
2019/2020;Gemeente;Wierden;HBO;Onderwijs;93.00
2019/2020;Gemeente;Wierden;HBO;Taal en cultuur;6.00
2019/2020;Gemeente;Wierden;HBO;Techniek;135.00
2019/2020;Gemeente;Wierden;HBO;Totaal energietransitie;135.00
2019/2020;Gemeente;Wierden;WO;Totaal;149.00
2019/2020;Gemeente;Wierden;WO;Economie;39.00
2019/2020;Gemeente;Wierden;WO;Gedrag en maatschappij;22.00
2019/2020;Gemeente;Wierden;WO;Gezondheidszorg;14.00
2019/2020;Gemeente;Wierden;WO;Landbouw en natuurlijke omgeving;9.00
2019/2020;Gemeente;Wierden;WO;Natuur;4.00
2019/2020;Gemeente;Wierden;WO;Onderwijs;1.00
2019/2020;Gemeente;Wierden;WO;Recht;17.00
2019/2020;Gemeente;Wierden;WO;Taal en cultuur;5.00
2019/2020;Gemeente;Wierden;WO;Techniek;38.00
2019/2020;Gemeente;Wierden;WO;Totaal energietransitie;42.00
2019/2020;Gemeente;Wijchen;Totaal;Totaal;1393.00
2019/2020;Gemeente;Wijchen;Totaal;Economie;418.00
2019/2020;Gemeente;Wijchen;Totaal;Gedrag en maatschappij;184.00
2019/2020;Gemeente;Wijchen;Totaal;Gezondheidszorg;184.00
2019/2020;Gemeente;Wijchen;Totaal;Landbouw en natuurlijke omgeving;61.00
2019/2020;Gemeente;Wijchen;Totaal;Natuur;52.00
2019/2020;Gemeente;Wijchen;Totaal;Onderwijs;150.00
2019/2020;Gemeente;Wijchen;Totaal;Recht;55.00
2019/2020;Gemeente;Wijchen;Totaal;Sectoroverstijgend;3.00
2019/2020;Gemeente;Wijchen;Totaal;Taal en cultuur;37.00
2019/2020;Gemeente;Wijchen;Totaal;Techniek;249.00
2019/2020;Gemeente;Wijchen;Totaal;Totaal energietransitie;301.00
2019/2020;Gemeente;Wijchen;HBO;Totaal;1018.00
2019/2020;Gemeente;Wijchen;HBO;Economie;353.00
2019/2020;Gemeente;Wijchen;HBO;Gedrag en maatschappij;125.00
2019/2020;Gemeente;Wijchen;HBO;Gezondheidszorg;145.00
2019/2020;Gemeente;Wijchen;HBO;Landbouw en natuurlijke omgeving;35.00
2019/2020;Gemeente;Wijchen;HBO;Onderwijs;146.00
2019/2020;Gemeente;Wijchen;HBO;Taal en cultuur;5.00
2019/2020;Gemeente;Wijchen;HBO;Techniek;209.00
2019/2020;Gemeente;Wijchen;HBO;Totaal energietransitie;209.00
2019/2020;Gemeente;Wijchen;WO;Totaal;375.00
2019/2020;Gemeente;Wijchen;WO;Economie;65.00
2019/2020;Gemeente;Wijchen;WO;Gedrag en maatschappij;59.00
2019/2020;Gemeente;Wijchen;WO;Gezondheidszorg;39.00
2019/2020;Gemeente;Wijchen;WO;Landbouw en natuurlijke omgeving;26.00
2019/2020;Gemeente;Wijchen;WO;Natuur;52.00
2019/2020;Gemeente;Wijchen;WO;Onderwijs;4.00
2019/2020;Gemeente;Wijchen;WO;Recht;55.00
2019/2020;Gemeente;Wijchen;WO;Sectoroverstijgend;3.00
2019/2020;Gemeente;Wijchen;WO;Taal en cultuur;32.00
2019/2020;Gemeente;Wijchen;WO;Techniek;40.00
2019/2020;Gemeente;Wijchen;WO;Totaal energietransitie;92.00
2019/2020;Gemeente;Wijdemeren;Totaal;Totaal;714.00
2019/2020;Gemeente;Wijdemeren;Totaal;Economie;234.00
2019/2020;Gemeente;Wijdemeren;Totaal;Gedrag en maatschappij;83.00
2019/2020;Gemeente;Wijdemeren;Totaal;Gezondheidszorg;91.00
2019/2020;Gemeente;Wijdemeren;Totaal;Landbouw en natuurlijke omgeving;20.00
2019/2020;Gemeente;Wijdemeren;Totaal;Natuur;35.00
2019/2020;Gemeente;Wijdemeren;Totaal;Onderwijs;52.00
2019/2020;Gemeente;Wijdemeren;Totaal;Recht;29.00
2019/2020;Gemeente;Wijdemeren;Totaal;Sectoroverstijgend;6.00
2019/2020;Gemeente;Wijdemeren;Totaal;Taal en cultuur;28.00
2019/2020;Gemeente;Wijdemeren;Totaal;Techniek;136.00
2019/2020;Gemeente;Wijdemeren;Totaal;Totaal energietransitie;171.00
2019/2020;Gemeente;Wijdemeren;HBO;Totaal;501.00
2019/2020;Gemeente;Wijdemeren;HBO;Economie;197.00
2019/2020;Gemeente;Wijdemeren;HBO;Gedrag en maatschappij;49.00
2019/2020;Gemeente;Wijdemeren;HBO;Gezondheidszorg;61.00
2019/2020;Gemeente;Wijdemeren;HBO;Landbouw en natuurlijke omgeving;16.00
2019/2020;Gemeente;Wijdemeren;HBO;Onderwijs;52.00
2019/2020;Gemeente;Wijdemeren;HBO;Taal en cultuur;10.00
2019/2020;Gemeente;Wijdemeren;HBO;Techniek;116.00
2019/2020;Gemeente;Wijdemeren;HBO;Totaal energietransitie;116.00
2019/2020;Gemeente;Wijdemeren;WO;Totaal;213.00
2019/2020;Gemeente;Wijdemeren;WO;Economie;37.00
2019/2020;Gemeente;Wijdemeren;WO;Gedrag en maatschappij;34.00
2019/2020;Gemeente;Wijdemeren;WO;Gezondheidszorg;30.00
2019/2020;Gemeente;Wijdemeren;WO;Landbouw en natuurlijke omgeving;4.00
2019/2020;Gemeente;Wijdemeren;WO;Natuur;35.00
2019/2020;Gemeente;Wijdemeren;WO;Recht;29.00
2019/2020;Gemeente;Wijdemeren;WO;Sectoroverstijgend;6.00
2019/2020;Gemeente;Wijdemeren;WO;Taal en cultuur;18.00
2019/2020;Gemeente;Wijdemeren;WO;Techniek;20.00
2019/2020;Gemeente;Wijdemeren;WO;Totaal energietransitie;55.00
2019/2020;Gemeente;Wijk bij Duurstede;Totaal;Totaal;704.00
2019/2020;Gemeente;Wijk bij Duurstede;Totaal;Economie;182.00
2019/2020;Gemeente;Wijk bij Duurstede;Totaal;Gedrag en maatschappij;97.00
2019/2020;Gemeente;Wijk bij Duurstede;Totaal;Gezondheidszorg;103.00
2019/2020;Gemeente;Wijk bij Duurstede;Totaal;Landbouw en natuurlijke omgeving;34.00
2019/2020;Gemeente;Wijk bij Duurstede;Totaal;Natuur;41.00
2019/2020;Gemeente;Wijk bij Duurstede;Totaal;Onderwijs;77.00
2019/2020;Gemeente;Wijk bij Duurstede;Totaal;Recht;19.00
2019/2020;Gemeente;Wijk bij Duurstede;Totaal;Sectoroverstijgend;5.00
2019/2020;Gemeente;Wijk bij Duurstede;Totaal;Taal en cultuur;27.00
2019/2020;Gemeente;Wijk bij Duurstede;Totaal;Techniek;119.00
2019/2020;Gemeente;Wijk bij Duurstede;Totaal;Totaal energietransitie;160.00
2019/2020;Gemeente;Wijk bij Duurstede;HBO;Totaal;512.00
2019/2020;Gemeente;Wijk bij Duurstede;HBO;Economie;165.00
2019/2020;Gemeente;Wijk bij Duurstede;HBO;Gedrag en maatschappij;60.00
2019/2020;Gemeente;Wijk bij Duurstede;HBO;Gezondheidszorg;75.00
2019/2020;Gemeente;Wijk bij Duurstede;HBO;Landbouw en natuurlijke omgeving;19.00
2019/2020;Gemeente;Wijk bij Duurstede;HBO;Onderwijs;74.00
2019/2020;Gemeente;Wijk bij Duurstede;HBO;Taal en cultuur;15.00
2019/2020;Gemeente;Wijk bij Duurstede;HBO;Techniek;104.00
2019/2020;Gemeente;Wijk bij Duurstede;HBO;Totaal energietransitie;104.00
2019/2020;Gemeente;Wijk bij Duurstede;WO;Totaal;192.00
2019/2020;Gemeente;Wijk bij Duurstede;WO;Economie;17.00
2019/2020;Gemeente;Wijk bij Duurstede;WO;Gedrag en maatschappij;37.00
2019/2020;Gemeente;Wijk bij Duurstede;WO;Gezondheidszorg;28.00
2019/2020;Gemeente;Wijk bij Duurstede;WO;Landbouw en natuurlijke omgeving;15.00
2019/2020;Gemeente;Wijk bij Duurstede;WO;Natuur;41.00
2019/2020;Gemeente;Wijk bij Duurstede;WO;Onderwijs;3.00
2019/2020;Gemeente;Wijk bij Duurstede;WO;Recht;19.00
2019/2020;Gemeente;Wijk bij Duurstede;WO;Sectoroverstijgend;5.00
2019/2020;Gemeente;Wijk bij Duurstede;WO;Taal en cultuur;12.00
2019/2020;Gemeente;Wijk bij Duurstede;WO;Techniek;15.00
2019/2020;Gemeente;Wijk bij Duurstede;WO;Totaal energietransitie;56.00
2019/2020;Gemeente;Winterswijk;Totaal;Totaal;757.00
2019/2020;Gemeente;Winterswijk;Totaal;Economie;234.00
2019/2020;Gemeente;Winterswijk;Totaal;Gedrag en maatschappij;119.00
2019/2020;Gemeente;Winterswijk;Totaal;Gezondheidszorg;92.00
2019/2020;Gemeente;Winterswijk;Totaal;Landbouw en natuurlijke omgeving;15.00
2019/2020;Gemeente;Winterswijk;Totaal;Natuur;8.00
2019/2020;Gemeente;Winterswijk;Totaal;Onderwijs;96.00
2019/2020;Gemeente;Winterswijk;Totaal;Recht;24.00
2019/2020;Gemeente;Winterswijk;Totaal;Sectoroverstijgend;4.00
2019/2020;Gemeente;Winterswijk;Totaal;Taal en cultuur;19.00
2019/2020;Gemeente;Winterswijk;Totaal;Techniek;146.00
2019/2020;Gemeente;Winterswijk;Totaal;Totaal energietransitie;154.00
2019/2020;Gemeente;Winterswijk;HBO;Totaal;617.00
2019/2020;Gemeente;Winterswijk;HBO;Economie;212.00
2019/2020;Gemeente;Winterswijk;HBO;Gedrag en maatschappij;79.00
2019/2020;Gemeente;Winterswijk;HBO;Gezondheidszorg;79.00
2019/2020;Gemeente;Winterswijk;HBO;Landbouw en natuurlijke omgeving;10.00
2019/2020;Gemeente;Winterswijk;HBO;Onderwijs;96.00
2019/2020;Gemeente;Winterswijk;HBO;Sectoroverstijgend;1.00
2019/2020;Gemeente;Winterswijk;HBO;Taal en cultuur;7.00
2019/2020;Gemeente;Winterswijk;HBO;Techniek;133.00
2019/2020;Gemeente;Winterswijk;HBO;Totaal energietransitie;133.00
2019/2020;Gemeente;Winterswijk;WO;Totaal;140.00
2019/2020;Gemeente;Winterswijk;WO;Economie;22.00
2019/2020;Gemeente;Winterswijk;WO;Gedrag en maatschappij;40.00
2019/2020;Gemeente;Winterswijk;WO;Gezondheidszorg;13.00
2019/2020;Gemeente;Winterswijk;WO;Landbouw en natuurlijke omgeving;5.00
2019/2020;Gemeente;Winterswijk;WO;Natuur;8.00
2019/2020;Gemeente;Winterswijk;WO;Recht;24.00
2019/2020;Gemeente;Winterswijk;WO;Sectoroverstijgend;3.00
2019/2020;Gemeente;Winterswijk;WO;Taal en cultuur;12.00
2019/2020;Gemeente;Winterswijk;WO;Techniek;13.00
2019/2020;Gemeente;Winterswijk;WO;Totaal energietransitie;21.00
2019/2020;Gemeente;Woensdrecht;Totaal;Totaal;465.00
2019/2020;Gemeente;Woensdrecht;Totaal;Economie;167.00
2019/2020;Gemeente;Woensdrecht;Totaal;Gedrag en maatschappij;64.00
2019/2020;Gemeente;Woensdrecht;Totaal;Gezondheidszorg;50.00
2019/2020;Gemeente;Woensdrecht;Totaal;Landbouw en natuurlijke omgeving;11.00
2019/2020;Gemeente;Woensdrecht;Totaal;Natuur;7.00
2019/2020;Gemeente;Woensdrecht;Totaal;Onderwijs;38.00
2019/2020;Gemeente;Woensdrecht;Totaal;Recht;15.00
2019/2020;Gemeente;Woensdrecht;Totaal;Sectoroverstijgend;2.00
2019/2020;Gemeente;Woensdrecht;Totaal;Taal en cultuur;12.00
2019/2020;Gemeente;Woensdrecht;Totaal;Techniek;99.00
2019/2020;Gemeente;Woensdrecht;Totaal;Totaal energietransitie;106.00
2019/2020;Gemeente;Woensdrecht;HBO;Totaal;365.00
2019/2020;Gemeente;Woensdrecht;HBO;Economie;145.00
2019/2020;Gemeente;Woensdrecht;HBO;Gedrag en maatschappij;37.00
2019/2020;Gemeente;Woensdrecht;HBO;Gezondheidszorg;41.00
2019/2020;Gemeente;Woensdrecht;HBO;Landbouw en natuurlijke omgeving;10.00
2019/2020;Gemeente;Woensdrecht;HBO;Onderwijs;38.00
2019/2020;Gemeente;Woensdrecht;HBO;Taal en cultuur;4.00
2019/2020;Gemeente;Woensdrecht;HBO;Techniek;90.00
2019/2020;Gemeente;Woensdrecht;HBO;Totaal energietransitie;90.00
2019/2020;Gemeente;Woensdrecht;WO;Totaal;100.00
2019/2020;Gemeente;Woensdrecht;WO;Economie;22.00
2019/2020;Gemeente;Woensdrecht;WO;Gedrag en maatschappij;27.00
2019/2020;Gemeente;Woensdrecht;WO;Gezondheidszorg;9.00
2019/2020;Gemeente;Woensdrecht;WO;Landbouw en natuurlijke omgeving;1.00
2019/2020;Gemeente;Woensdrecht;WO;Natuur;7.00
2019/2020;Gemeente;Woensdrecht;WO;Recht;15.00
2019/2020;Gemeente;Woensdrecht;WO;Sectoroverstijgend;2.00
2019/2020;Gemeente;Woensdrecht;WO;Taal en cultuur;8.00
2019/2020;Gemeente;Woensdrecht;WO;Techniek;9.00
2019/2020;Gemeente;Woensdrecht;WO;Totaal energietransitie;16.00
2019/2020;Gemeente;Woerden;Totaal;Totaal;1891.00
2019/2020;Gemeente;Woerden;Totaal;Economie;612.00
2019/2020;Gemeente;Woerden;Totaal;Gedrag en maatschappij;248.00
2019/2020;Gemeente;Woerden;Totaal;Gezondheidszorg;206.00
2019/2020;Gemeente;Woerden;Totaal;Landbouw en natuurlijke omgeving;54.00
2019/2020;Gemeente;Woerden;Totaal;Natuur;86.00
2019/2020;Gemeente;Woerden;Totaal;Onderwijs;194.00
2019/2020;Gemeente;Woerden;Totaal;Recht;51.00
2019/2020;Gemeente;Woerden;Totaal;Sectoroverstijgend;13.00
2019/2020;Gemeente;Woerden;Totaal;Taal en cultuur;96.00
2019/2020;Gemeente;Woerden;Totaal;Techniek;331.00
2019/2020;Gemeente;Woerden;Totaal;Totaal energietransitie;417.00
2019/2020;Gemeente;Woerden;HBO;Totaal;1365.00
2019/2020;Gemeente;Woerden;HBO;Economie;541.00
2019/2020;Gemeente;Woerden;HBO;Gedrag en maatschappij;145.00
2019/2020;Gemeente;Woerden;HBO;Gezondheidszorg;147.00
2019/2020;Gemeente;Woerden;HBO;Landbouw en natuurlijke omgeving;32.00
2019/2020;Gemeente;Woerden;HBO;Onderwijs;190.00
2019/2020;Gemeente;Woerden;HBO;Taal en cultuur;28.00
2019/2020;Gemeente;Woerden;HBO;Techniek;282.00
2019/2020;Gemeente;Woerden;HBO;Totaal energietransitie;282.00
2019/2020;Gemeente;Woerden;WO;Totaal;526.00
2019/2020;Gemeente;Woerden;WO;Economie;71.00
2019/2020;Gemeente;Woerden;WO;Gedrag en maatschappij;103.00
2019/2020;Gemeente;Woerden;WO;Gezondheidszorg;59.00
2019/2020;Gemeente;Woerden;WO;Landbouw en natuurlijke omgeving;22.00
2019/2020;Gemeente;Woerden;WO;Natuur;86.00
2019/2020;Gemeente;Woerden;WO;Onderwijs;4.00
2019/2020;Gemeente;Woerden;WO;Recht;51.00
2019/2020;Gemeente;Woerden;WO;Sectoroverstijgend;13.00
2019/2020;Gemeente;Woerden;WO;Taal en cultuur;68.00
2019/2020;Gemeente;Woerden;WO;Techniek;49.00
2019/2020;Gemeente;Woerden;WO;Totaal energietransitie;135.00
2019/2020;Gemeente;Wormerland;Totaal;Totaal;536.00
2019/2020;Gemeente;Wormerland;Totaal;Economie;154.00
2019/2020;Gemeente;Wormerland;Totaal;Gedrag en maatschappij;81.00
2019/2020;Gemeente;Wormerland;Totaal;Gezondheidszorg;67.00
2019/2020;Gemeente;Wormerland;Totaal;Landbouw en natuurlijke omgeving;10.00
2019/2020;Gemeente;Wormerland;Totaal;Natuur;29.00
2019/2020;Gemeente;Wormerland;Totaal;Onderwijs;51.00
2019/2020;Gemeente;Wormerland;Totaal;Recht;13.00
2019/2020;Gemeente;Wormerland;Totaal;Sectoroverstijgend;5.00
2019/2020;Gemeente;Wormerland;Totaal;Taal en cultuur;28.00
2019/2020;Gemeente;Wormerland;Totaal;Techniek;98.00
2019/2020;Gemeente;Wormerland;Totaal;Totaal energietransitie;127.00
2019/2020;Gemeente;Wormerland;HBO;Totaal;389.00
2019/2020;Gemeente;Wormerland;HBO;Economie;131.00
2019/2020;Gemeente;Wormerland;HBO;Gedrag en maatschappij;55.00
2019/2020;Gemeente;Wormerland;HBO;Gezondheidszorg;46.00
2019/2020;Gemeente;Wormerland;HBO;Landbouw en natuurlijke omgeving;9.00
2019/2020;Gemeente;Wormerland;HBO;Onderwijs;51.00
2019/2020;Gemeente;Wormerland;HBO;Taal en cultuur;14.00
2019/2020;Gemeente;Wormerland;HBO;Techniek;83.00
2019/2020;Gemeente;Wormerland;HBO;Totaal energietransitie;83.00
2019/2020;Gemeente;Wormerland;WO;Totaal;147.00
2019/2020;Gemeente;Wormerland;WO;Economie;23.00
2019/2020;Gemeente;Wormerland;WO;Gedrag en maatschappij;26.00
2019/2020;Gemeente;Wormerland;WO;Gezondheidszorg;21.00
2019/2020;Gemeente;Wormerland;WO;Landbouw en natuurlijke omgeving;1.00
2019/2020;Gemeente;Wormerland;WO;Natuur;29.00
2019/2020;Gemeente;Wormerland;WO;Recht;13.00
2019/2020;Gemeente;Wormerland;WO;Sectoroverstijgend;5.00
2019/2020;Gemeente;Wormerland;WO;Taal en cultuur;14.00
2019/2020;Gemeente;Wormerland;WO;Techniek;15.00
2019/2020;Gemeente;Wormerland;WO;Totaal energietransitie;44.00
2019/2020;Gemeente;Woudenberg;Totaal;Totaal;417.00
2019/2020;Gemeente;Woudenberg;Totaal;Economie;114.00
2019/2020;Gemeente;Woudenberg;Totaal;Gedrag en maatschappij;64.00
2019/2020;Gemeente;Woudenberg;Totaal;Gezondheidszorg;50.00
2019/2020;Gemeente;Woudenberg;Totaal;Landbouw en natuurlijke omgeving;17.00
2019/2020;Gemeente;Woudenberg;Totaal;Natuur;12.00
2019/2020;Gemeente;Woudenberg;Totaal;Onderwijs;51.00
2019/2020;Gemeente;Woudenberg;Totaal;Recht;10.00
2019/2020;Gemeente;Woudenberg;Totaal;Sectoroverstijgend;4.00
